candidate_id,estate,source_id,node_type,title,document_or_part,paragraph_or_rule,url,matched_amounts,rule_based_reason,snippet,is_threshold,inflation_index_candidate,threshold_amounts,threshold_type,confidence,llm_rationale
cand-00249,ss,43b87ce04ec0fc55,guidance_paragraph,SS28/15 – Strengthening individual accountability in banking 2.7,SS28/15 – Strengthening individual accountability in banking,2.7,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026#pdf-page-6,£250 m,Monetary amount appears with threshold/trigger language.,"For instance, banks and building societies with gross total assets of £250 million or less are not expected to have many Senior Managers in addition to the mandatory SMFs.",true,true,£250 million,scope_trigger,high,Gross asset ceiling defines smaller banks/building societies for SMR expectations.
cand-00248,ss,ea0e1c04e8b069ef,guidance_paragraph,SS28/15 – Strengthening individual accountability in banking 4,SS28/15 – Strengthening individual accountability in banking,4,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026#pdf-page-5,£10 billion,Monetary amount appears with threshold/trigger language.,"A key business area is an area with gross total assets equal to or greater than £10 billion; and which either accounts for more than 20% of the firm’s gross revenue; or where the firm is part of a group, accounts for more than 20% of the total gross revenue of the group.",true,true,£10 billion,scope_trigger,high,Gross asset amount is part of key business area definition.
cand-00250,ss,ce114120bf03f482,guidance_paragraph,SS28/15 – Strengthening individual accountability in banking 5,SS28/15 – Strengthening individual accountability in banking,5,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026#pdf-page-6,£250 m,Monetary amount appears with threshold/trigger language.,"Banks, building societies and credit unions with assets of £250 million or less (Small Firms) are subject to less onerous requirements under the SMR.",true,true,£250 million,scope_trigger,high,Asset ceiling defines Small Firms subject to lighter SMR requirements.
cand-00251,ss,ce114120bf03f482,guidance_paragraph,SS28/15 – Strengthening individual accountability in banking 5,SS28/15 – Strengthening individual accountability in banking,5,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026#pdf-page-6,£250 m,Monetary amount appears with threshold/trigger language.,"The £250 million threshold is calculated across a rolling period of five years or, if the firm has been in existence for less than five years, across the period during which it has existed.",true,true,£250 million,scope_trigger,high,Explains calculation of the Small Firm asset threshold.
cand-00252,ss,48ea821f0b4c8a64,guidance_paragraph,SS28/15 – Strengthening individual accountability in banking 8,SS28/15 – Strengthening individual accountability in banking,8,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026#pdf-page-6,£15 billion,Monetary amount appears with threshold/trigger language.,Remuneration firms which are CRR firms with assets above £15 billion.,true,true,£15 billion,scope_trigger,high,Assets above £15 billion identify remuneration firms in scope.
cand-00256,ss,b5c08c04c8708e23,guidance_paragraph,SS3/16 – Fees: PRA approach and application 4,SS3/16 – Fees: PRA approach and application,4,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss03-16---fees-pra-approach-and-application/01-06-2026#pdf-page-10,"£25,000",Monetary amount appears with threshold/trigger language.,"February 2019 This SS was updated following the publication of PS3/19 ‘PRA fees and levies: Changes to periodic and transaction fees’1 to:  add the model maintenance fee to the fees making up a firm’s periodic fee (Chapter 3);  clarify the PRA will look to levy a SPF for those Part VII transactions expected to exceed £25,000 (Chapter 4);  remove an obsolete reference (Chapter 4);  clarify the process for insurance firms wishing to seek relief from PRA fees (Chapter 5);  clarify the types of reinsurance transactions the PRA considers may qualify for relief from PRA fees (Chapter 5); and  correct several non‐policy related grammar changes (all chapters).",true,true,"£25,000",fee_or_levy_band,high,"Expected SPF above £25,000 fee amount creates charging threshold."
cand-00126,ss,31c3b8bf12162927,guidance_paragraph,SS3/16 – Fees: PRA approach and application 5.3,SS3/16 – Fees: PRA approach and application,5.3,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss03-16---fees-pra-approach-and-application/01-06-2026#06b1729104fc45a483f7f81744719b15,"£25,000",Monetary amount appears with threshold/trigger language.,"The PRA will not ordinarily charge an SPF for restructuring if the amount calculated under Fees 5 is less than £25,000.",true,true,"£25,000",fee_or_levy_band,high,"PRA normally does not charge SPF below £25,000."
cand-00127,ss,31c3b8bf12162927,guidance_paragraph,SS3/16 – Fees: PRA approach and application 5.3,SS3/16 – Fees: PRA approach and application,5.3,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss03-16---fees-pra-approach-and-application/01-06-2026#06b1729104fc45a483f7f81744719b15,"£25,000",Monetary amount appears with threshold/trigger language.,"Where this threshold is reached and an SPF is charged, the full amount calculated under Fees 5 is payable and not just the excess over £25,000.",true,true,"£25,000",fee_or_levy_band,high,"Crossing £25,000 threshold determines full SPF payable."
cand-00254,ss,aff7850446d901af,guidance_paragraph,SS3/16 – Fees: PRA approach and application 5.3,SS3/16 – Fees: PRA approach and application,5.3,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss03-16---fees-pra-approach-and-application/01-06-2026#pdf-page-7,"£25,000",Monetary amount appears with threshold/trigger language.,"The PRA will not ordinarily charge an SPF for restructuring if the amount calculated under Fees 5 is less than £25,000.",true,true,"£25,000",fee_or_levy_band,high,"PRA normally does not charge SPF below £25,000."
cand-00255,ss,aff7850446d901af,guidance_paragraph,SS3/16 – Fees: PRA approach and application 5.3,SS3/16 – Fees: PRA approach and application,5.3,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss03-16---fees-pra-approach-and-application/01-06-2026#pdf-page-7,"£25,000",Monetary amount appears with threshold/trigger language.,"Where this threshold is reached and an SPF is charged, the full amount calculated under Fees 5 is payable and not just the excess over £25,000.",true,true,"£25,000",fee_or_levy_band,high,"Crossing £25,000 threshold determines full SPF payable."
cand-00166,ss,257ce10e1866808d,guidance_paragraph,SS3/21 – Non-systemic UK banks: The Prudential Regulation Authority’s approach to new and growing banks – unnumbered paragraph,SS3/21 – Non-systemic UK banks: The Prudential Regulation Authority’s approach to new and growing banks,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss03-21---non-systemic-uk-banks-the-pras-approach-to-new-and-growing-banks/01-06-2026#627a645fa98f4a67be81e0702c77adf5,£100 m; £250 m; £1 billion; £5 billion; £10 billion; £20 billion; £20,Monetary amount appears with threshold/trigger language.,Table 4: A sample of PRA regulatory thresholds Size/Threshold value Threshold measure Threshold applies to Reference Is or exceeds £100 million Regulated mortgage contracts value per annum Housing – Application provision The Housing Part of the PRA Rulebook 79 Exceeding £250 million Average total gross assets General Organisational requirements - Whistleblowing – Application provision The Whistleblowing Part of the PRA Rulebook 80 Exceeds either £1 billion or 5% of total assets Exposure to ‘higher-risk’ sovereigns and institutions Exposures to ‘higher risk’ sovereigns and institutions (IRB) SS11/13 Internal Ratings Based (IRB) approaches 81 Greater than £5 billion Total assets Regulatory Reporting - Capital + reports – Application provision Regulatory Reporting - Capital+ Reports Part of the PRA Rulebook 82 Equal to or in excess of £10 billion or more than 20% of gross revenue Business area or division gross total assets Senior Management Functions – Executive – Application provision The Senior Management Functions – Executive Part of the PRA Rulebook 83 Not exceeding £20 billion Average total assets Remuneration – proportionality level three SS2/17 Remuneration 84 Exceeding £20 bi,true,true,£100 million; £250 million; £1 billion; £5 billion; £10 billion; £20 billion,other_threshold,high,Table explicitly lists PRA regulatory threshold values.
cand-00128,ss,0b05ba7aae4d679a,guidance_paragraph,"SS32/15 – Pillar 2 reporting, including instructions for completing data items FSA071 to FSA082, and PRA111 2.5","SS32/15 – Pillar 2 reporting, including instructions for completing data items FSA071 to FSA082, and PRA111",2.5,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss32-15-pillar-2-reporting-including-instructions-for-completing/01-06-2026#a1792da8fc424844a55887b59d54e625,£5 billion,Monetary amount appears with threshold/trigger language.,Firms with total assets equal to or greater than £5 billion at the relevant level of consolidation used as the basis of their ICAAP are required to submit this template in accordance with Rule 2.9 of the Reporting Pillar 2 Part of the PRA Rulebook.,true,true,£5 billion,reporting_trigger,high,Assets at or above £5 billion trigger Pillar 2 template submission.
